,ID,Name,Date,Time,Event,Status,Latitude,Longitude,Maximum Wind
26811,AL051964,CLEO,19640821,1800,  ,HU,14.4N,53.5W,70
26812,AL051964,CLEO,19640822,0,  ,HU,14.9N,55.7W,75
26813,AL051964,CLEO,19640822,600,  ,HU,15.3N,57.8W,100
26814,AL051964,CLEO,19640822,1200,  ,HU,15.7N,59.7W,110
26815,AL051964,CLEO,19640822,1800,  ,HU,16.0N,61.9W,115
26816,AL051964,CLEO,19640823,0,  ,HU,16.2N,63.4W,120
26817,AL051964,CLEO,19640823,600,  ,HU,16.3N,65.0W,125
26818,AL051964,CLEO,19640823,1200,  ,HU,16.5N,66.6W,130
26819,AL051964,CLEO,19640823,1800,  ,HU,16.7N,68.0W,135
26820,AL051964,CLEO,19640824,0,  ,HU,16.7N,69.5W,135
26821,AL051964,CLEO,19640824,600,  ,HU,16.9N,70.6W,135
26822,AL051964,CLEO,19640824,1200,  ,HU,17.1N,71.8W,135
26823,AL051964,CLEO,19640824,1800,  ,HU,17.8N,73.1W,130
26824,AL051964,CLEO,19640825,0,  ,HU,18.4N,74.6W,130
26825,AL051964,CLEO,19640825,600,  ,HU,18.9N,75.6W,125
26826,AL051964,CLEO,19640825,1200,  ,HU,19.4N,76.6W,100
26827,AL051964,CLEO,19640825,1800,  ,HU,20.0N,77.6W,70
26828,AL051964,CLEO,19640826,0,  ,HU,20.8N,78.4W,65
26829,AL051964,CLEO,19640826,600,  ,HU,21.5N,78.9W,65
26830,AL051964,CLEO,19640826,1200,  ,HU,22.4N,79.2W,65
26831,AL051964,CLEO,19640826,1800,  ,HU,23.7N,79.6W,80
26832,AL051964,CLEO,19640827,0,  ,HU,24.6N,79.6W,90
26833,AL051964,CLEO,19640827,600,  ,HU,25.5N,79.9W,90
26834,AL051964,CLEO,19640827,1200,  ,HU,26.3N,80.2W,85
26835,AL051964,CLEO,19640827,1800,  ,HU,27.2N,80.6W,75
26858,AL051964,CLEO,19640902,1200,  ,HU,35.4N,71.1W,65
26859,AL051964,CLEO,19640902,1800,  ,HU,35.8N,69.1W,70
26860,AL051964,CLEO,19640903,0,  ,HU,35.9N,67.5W,70
26861,AL051964,CLEO,19640903,600,  ,HU,36.5N,65.4W,70
26862,AL051964,CLEO,19640903,1200,  ,HU,37.1N,63.5W,70
26863,AL051964,CLEO,19640903,1800,  ,HU,37.8N,61.0W,70
26864,AL051964,CLEO,19640904,0,  ,HU,38.7N,56.9W,75
26865,AL051964,CLEO,19640904,600,  ,HU,41.0N,53.0W,75
26866,AL051964,CLEO,19640904,1200,  ,HU,44.7N,50.5W,75
26867,AL051964,CLEO,19640904,1800,  ,HU,46.9N,49.8W,70
26868,AL051964,CLEO,19640905,0,  ,HU,48.8N,49.5W,65
26869,AL051964,CLEO,19640905,600,  ,HU,51.3N,48.8W,65
26893,AL061964,DORA,19640903,0,  ,HU,17.8N,56.5W,80
26894,AL061964,DORA,19640903,600,  ,HU,18.2N,57.3W,85
26895,AL061964,DORA,19640903,1200,  ,HU,18.7N,58.0W,90
26896,AL061964,DORA,19640903,1800,  ,HU,19.6N,58.9W,90
26897,AL061964,DORA,19640904,0,  ,HU,20.5N,59.5W,95
26898,AL061964,DORA,19640904,600,  ,HU,21.1N,59.9W,95
26899,AL061964,DORA,19640904,1200,  ,HU,21.6N,60.3W,95
26900,AL061964,DORA,19640904,1800,  ,HU,22.2N,60.8W,95
26901,AL061964,DORA,19640905,0,  ,HU,22.8N,61.2W,95
26902,AL061964,DORA,19640905,600,  ,HU,23.4N,61.6W,95
26903,AL061964,DORA,19640905,1200,  ,HU,24.0N,62.1W,100
26904,AL061964,DORA,19640905,1800,  ,HU,24.8N,62.9W,105
26905,AL061964,DORA,19640906,0,  ,HU,25.5N,63.6W,110
26906,AL061964,DORA,19640906,600,  ,HU,26.1N,64.4W,115
26907,AL061964,DORA,19640906,1200,  ,HU,26.7N,65.2W,115
26908,AL061964,DORA,19640906,1800,  ,HU,27.1N,66.1W,110
26909,AL061964,DORA,19640907,0,  ,HU,27.4N,67.0W,100
26910,AL061964,DORA,19640907,600,  ,HU,27.8N,67.9W,95
26911,AL061964,DORA,19640907,1200,  ,HU,28.0N,69.0W,95
26912,AL061964,DORA,19640907,1800,  ,HU,28.1N,70.2W,95
26913,AL061964,DORA,19640908,0,  ,HU,28.2N,71.8W,100
26914,AL061964,DORA,19640908,600,  ,HU,28.5N,73.0W,100
26915,AL061964,DORA,19640908,1200,  ,HU,28.6N,74.4W,100
26916,AL061964,DORA,19640908,1800,  ,HU,28.6N,75.9W,100
26917,AL061964,DORA,19640909,0,  ,HU,28.8N,77.4W,100
26918,AL061964,DORA,19640909,600,  ,HU,29.0N,78.3W,100
26919,AL061964,DORA,19640909,1200,  ,HU,29.4N,79.4W,100
26920,AL061964,DORA,19640909,1800,  ,HU,29.7N,80.0W,100
26921,AL061964,DORA,19640910,0,  ,HU,29.8N,80.7W,100
26922,AL061964,DORA,19640910,600,  ,HU,29.9N,81.4W,95
26923,AL061964,DORA,19640910,1200,  ,HU,30.0N,82.4W,90
26924,AL061964,DORA,19640910,1800,  ,HU,30.1N,83.1W,80
26925,AL061964,DORA,19640911,0,  ,HU,30.1N,83.5W,70
26958,AL071964,ETHEL,19640907,600,  ,HU,24.4N,54.3W,65
26959,AL071964,ETHEL,19640907,1200,  ,HU,25.3N,56.0W,65
26960,AL071964,ETHEL,19640907,1800,  ,HU,26.1N,57.5W,65
26961,AL071964,ETHEL,19640908,0,  ,HU,26.9N,59.0W,65
26962,AL071964,ETHEL,19640908,600,  ,HU,27.3N,59.7W,65
26963,AL071964,ETHEL,19640908,1200,  ,HU,27.5N,60.3W,70
26964,AL071964,ETHEL,19640908,1800,  ,HU,27.6N,60.8W,75
26965,AL071964,ETHEL,19640909,0,  ,HU,27.6N,61.2W,85
26966,AL071964,ETHEL,19640909,600,  ,HU,27.7N,61.5W,90
26967,AL071964,ETHEL,19640909,1200,  ,HU,27.7N,62.4W,95
26968,AL071964,ETHEL,19640909,1800,  ,HU,27.7N,63.2W,100
26969,AL071964,ETHEL,19640910,0,  ,HU,27.6N,64.0W,100
26970,AL071964,ETHEL,19640910,600,  ,HU,27.4N,64.8W,95
26971,AL071964,ETHEL,19640910,1200,  ,HU,27.2N,65.6W,90
26972,AL071964,ETHEL,19640910,1800,  ,HU,27.3N,66.0W,85
26973,AL071964,ETHEL,19640911,0,  ,HU,27.4N,66.2W,80
26974,AL071964,ETHEL,19640911,600,  ,HU,27.8N,66.3W,80
26975,AL071964,ETHEL,19640911,1200,  ,HU,28.2N,66.5W,75
26976,AL071964,ETHEL,19640911,1800,  ,HU,28.9N,66.8W,75
26977,AL071964,ETHEL,19640912,0,  ,HU,29.7N,67.0W,80
26978,AL071964,ETHEL,19640912,600,  ,HU,30.3N,67.2W,90
26979,AL071964,ETHEL,19640912,1200,  ,HU,31.0N,67.3W,90
26980,AL071964,ETHEL,19640912,1800,  ,HU,31.9N,66.9W,90
26981,AL071964,ETHEL,19640913,0,  ,HU,32.9N,66.1W,90
26982,AL071964,ETHEL,19640913,600,  ,HU,34.0N,64.9W,85
26983,AL071964,ETHEL,19640913,1200,  ,HU,35.5N,63.1W,85
26984,AL071964,ETHEL,19640913,1800,  ,HU,37.0N,61.3W,80
26985,AL071964,ETHEL,19640914,0,  ,HU,38.4N,59.4W,80
26986,AL071964,ETHEL,19640914,600,  ,HU,40.0N,57.2W,80
26987,AL071964,ETHEL,19640914,1200,  ,HU,41.5N,54.8W,75
26988,AL071964,ETHEL,19640914,1800,  ,HU,42.9N,51.9W,75
26989,AL071964,ETHEL,19640915,0,  ,HU,44.0N,49.0W,75
26990,AL071964,ETHEL,19640915,600,  ,HU,44.8N,45.7W,75
26991,AL071964,ETHEL,19640915,1200,  ,HU,45.2N,42.2W,70
27019,AL091964,GLADYS,19640914,1200,  ,HU,18.8N,52.1W,85
27020,AL091964,GLADYS,19640914,1800,  ,HU,19.6N,53.5W,85
27021,AL091964,GLADYS,19640915,0,  ,HU,20.2N,54.6W,80
27022,AL091964,GLADYS,19640915,600,  ,HU,20.8N,55.4W,75
27023,AL091964,GLADYS,19640915,1200,  ,HU,21.3N,56.1W,70
27024,AL091964,GLADYS,19640915,1800,  ,HU,21.8N,57.2W,70
27025,AL091964,GLADYS,19640916,0,  ,HU,22.3N,58.2W,70
27026,AL091964,GLADYS,19640916,600,  ,HU,22.7N,59.1W,70
27027,AL091964,GLADYS,19640916,1200,  ,HU,23.1N,60.0W,70
27028,AL091964,GLADYS,19640916,1800,  ,HU,23.4N,61.0W,75
27029,AL091964,GLADYS,19640917,0,  ,HU,23.8N,62.1W,75
27030,AL091964,GLADYS,19640917,600,  ,HU,24.2N,63.1W,85
27031,AL091964,GLADYS,19640917,1200,  ,HU,24.6N,64.1W,120
27032,AL091964,GLADYS,19640917,1800,  ,HU,25.0N,65.1W,125
27033,AL091964,GLADYS,19640918,0,  ,HU,25.4N,65.9W,125
27034,AL091964,GLADYS,19640918,600,  ,HU,25.8N,66.5W,125
27035,AL091964,GLADYS,19640918,1200,  ,HU,26.1N,67.1W,120
27036,AL091964,GLADYS,19640918,1800,  ,HU,26.4N,67.7W,120
27037,AL091964,GLADYS,19640919,0,  ,HU,26.8N,68.3W,115
27038,AL091964,GLADYS,19640919,600,  ,HU,27.1N,68.8W,110
27039,AL091964,GLADYS,19640919,1200,  ,HU,27.3N,69.2W,110
27040,AL091964,GLADYS,19640919,1800,  ,HU,27.6N,69.6W,105
27041,AL091964,GLADYS,19640920,0,  ,HU,27.9N,69.8W,100
27042,AL091964,GLADYS,19640920,600,  ,HU,28.4N,69.8W,95
27043,AL091964,GLADYS,19640920,1200,  ,HU,29.0N,69.8W,95
27044,AL091964,GLADYS,19640920,1800,  ,HU,29.4N,69.7W,90
27045,AL091964,GLADYS,19640921,0,  ,HU,29.8N,69.6W,90
27046,AL091964,GLADYS,19640921,600,  ,HU,30.4N,69.6W,85
27047,AL091964,GLADYS,19640921,1200,  ,HU,31.1N,69.8W,85
27048,AL091964,GLADYS,19640921,1800,  ,HU,32.2N,70.4W,80
27049,AL091964,GLADYS,19640922,0,  ,HU,33.1N,71.0W,80
27050,AL091964,GLADYS,19640922,600,  ,HU,33.5N,71.4W,75
27051,AL091964,GLADYS,19640922,1200,  ,HU,33.9N,71.8W,75
27052,AL091964,GLADYS,19640922,1800,  ,HU,34.3N,72.1W,70
27053,AL091964,GLADYS,19640923,0,  ,HU,34.8N,72.4W,75
27054,AL091964,GLADYS,19640923,600,  ,HU,35.5N,72.4W,75
27055,AL091964,GLADYS,19640923,1200,  ,HU,36.5N,71.9W,75
27056,AL091964,GLADYS,19640923,1800,  ,HU,37.7N,70.7W,70
27057,AL091964,GLADYS,19640924,0,  ,HU,39.2N,69.0W,65
27058,AL091964,GLADYS,19640924,600,  ,HU,40.9N,66.9W,65
27059,AL091964,GLADYS,19640924,1200,  ,HU,42.8N,64.2W,65
27070,AL101964,HILDA,19640930,1200,  ,HU,23.4N,88.1W,70
27071,AL101964,HILDA,19640930,1800,  ,HU,23.8N,89.0W,80
27072,AL101964,HILDA,19641001,0,  ,HU,24.0N,89.5W,95
27073,AL101964,HILDA,19641001,600,  ,HU,24.2N,90.1W,110
27074,AL101964,HILDA,19641001,1200,  ,HU,24.5N,90.6W,120
27075,AL101964,HILDA,19641001,1800,  ,HU,24.8N,91.1W,130
27076,AL101964,HILDA,19641002,0,  ,HU,25.2N,91.4W,130
27077,AL101964,HILDA,19641002,600,  ,HU,25.7N,91.7W,125
27078,AL101964,HILDA,19641002,1200,  ,HU,26.3N,91.7W,120
27079,AL101964,HILDA,19641002,1800,  ,HU,26.8N,91.7W,115
27080,AL101964,HILDA,19641003,0,  ,HU,27.2N,91.4W,110
27081,AL101964,HILDA,19641003,600,  ,HU,27.7N,91.4W,105
27082,AL101964,HILDA,19641003,1200,  ,HU,28.2N,91.4W,100
27083,AL101964,HILDA,19641003,1800,  ,HU,28.6N,91.6W,100
27084,AL101964,HILDA,19641004,0,  ,HU,29.6N,91.6W,95
27113,AL111964,ISBELL,19641013,1800,  ,HU,21.7N,84.5W,80
27114,AL111964,ISBELL,19641014,0,  ,HU,22.5N,84.1W,95
27115,AL111964,ISBELL,19641014,600,  ,HU,23.2N,83.6W,100
27116,AL111964,ISBELL,19641014,1200,  ,HU,24.0N,82.9W,110
27117,AL111964,ISBELL,19641014,1800,  ,HU,25.1N,82.0W,110
27118,AL111964,ISBELL,19641015,0,  ,HU,26.4N,80.6W,110
27119,AL111964,ISBELL,19641015,600,  ,HU,27.8N,79.0W,100
27120,AL111964,ISBELL,19641015,1200,  ,HU,29.6N,77.3W,80
27121,AL111964,ISBELL,19641015,1800,  ,HU,30.5N,76.5W,70
27122,AL111964,ISBELL,19641016,0,  ,HU,31.9N,76.1W,65
27123,AL111964,ISBELL,19641016,600,  ,HU,33.4N,76.2W,65
27187,AL021965,ANNA,19650823,1800,  ,HU,37.5N,51.6W,65
27188,AL021965,ANNA,19650824,0,  ,HU,38.3N,51.3W,65
27189,AL021965,ANNA,19650824,600,  ,HU,39.0N,50.9W,70
27190,AL021965,ANNA,19650824,1200,  ,HU,39.8N,50.3W,75
27191,AL021965,ANNA,19650824,1800,  ,HU,41.1N,48.8W,80
27192,AL021965,ANNA,19650825,0,  ,HU,43.0N,46.0W,75
27193,AL021965,ANNA,19650825,600,  ,HU,45.1N,42.4W,75
27194,AL021965,ANNA,19650825,1200,  ,HU,47.1N,38.1W,75
27195,AL021965,ANNA,19650825,1800,  ,HU,49.1N,33.4W,70
27211,AL031965,BETSY,19650830,0,  ,HU,21.2N,64.7W,65
27212,AL031965,BETSY,19650830,600,  ,HU,21.8N,65.1W,65
27213,AL031965,BETSY,19650830,1200,  ,HU,22.4N,65.5W,65
27214,AL031965,BETSY,19650830,1800,  ,HU,22.6N,65.6W,65
27215,AL031965,BETSY,19650831,0,  ,HU,22.7N,65.7W,65
27216,AL031965,BETSY,19650831,600,  ,HU,22.7N,65.8W,65
27217,AL031965,BETSY,19650831,1200,  ,HU,22.5N,66.1W,70
27218,AL031965,BETSY,19650831,1800,  ,HU,22.5N,66.0W,70
27219,AL031965,BETSY,19650901,0,  ,HU,22.5N,66.1W,75
27220,AL031965,BETSY,19650901,600,  ,HU,22.3N,66.6W,75
27221,AL031965,BETSY,19650901,1200,  ,HU,22.2N,67.5W,80
27222,AL031965,BETSY,19650901,1800,  ,HU,22.3N,68.0W,70
27223,AL031965,BETSY,19650902,0,  ,HU,22.5N,68.5W,80
27224,AL031965,BETSY,19650902,600,  ,HU,22.6N,69.3W,90
27225,AL031965,BETSY,19650902,1200,  ,HU,22.8N,70.2W,105
27226,AL031965,BETSY,19650902,1800,  ,HU,23.4N,70.9W,105
27227,AL031965,BETSY,19650903,0,  ,HU,24.1N,71.3W,110
27228,AL031965,BETSY,19650903,600,  ,HU,24.7N,72.1W,110
27229,AL031965,BETSY,19650903,1200,  ,HU,25.3N,72.9W,110
27230,AL031965,BETSY,19650903,1800,  ,HU,26.3N,73.7W,115
27231,AL031965,BETSY,19650904,0,  ,HU,26.9N,74.3W,120
27232,AL031965,BETSY,19650904,600,  ,HU,27.3N,74.7W,120
27233,AL031965,BETSY,19650904,1200,  ,HU,28.1N,75.3W,120
27234,AL031965,BETSY,19650904,1800,  ,HU,28.6N,75.6W,115
27235,AL031965,BETSY,19650905,0,  ,HU,28.8N,75.4W,110
27236,AL031965,BETSY,19650905,600,  ,HU,29.0N,75.3W,110
27237,AL031965,BETSY,19650905,1200,  ,HU,29.0N,75.3W,105
27238,AL031965,BETSY,19650905,1800,  ,HU,28.6N,75.4W,100
27239,AL031965,BETSY,19650906,0,  ,HU,28.0N,75.4W,95
27240,AL031965,BETSY,19650906,600,  ,HU,27.5N,75.8W,100
27241,AL031965,BETSY,19650906,1200,  ,HU,26.9N,76.3W,100
27242,AL031965,BETSY,19650906,1800,  ,HU,26.2N,76.5W,100
27243,AL031965,BETSY,19650907,0,  ,HU,25.8N,76.7W,100
27244,AL031965,BETSY,19650907,600,  ,HU,25.6N,76.9W,105
27245,AL031965,BETSY,19650907,1200,  ,HU,25.3N,77.2W,110
27246,AL031965,BETSY,19650907,1800,  ,HU,25.3N,77.9W,110
27247,AL031965,BETSY,19650908,0,  ,HU,25.2N,78.5W,110
27248,AL031965,BETSY,19650908,600,  ,HU,25.1N,79.5W,110
27249,AL031965,BETSY,19650908,1200,  ,HU,25.1N,80.7W,110
27250,AL031965,BETSY,19650908,1800,  ,HU,25.3N,82.2W,105
27251,AL031965,BETSY,19650909,0,  ,HU,25.5N,83.6W,110
27252,AL031965,BETSY,19650909,600,  ,HU,25.9N,85.3W,115
27253,AL031965,BETSY,19650909,1200,  ,HU,26.4N,86.9W,120
27254,AL031965,BETSY,19650909,1800,  ,HU,27.3N,88.1W,125
27255,AL031965,BETSY,19650910,0,  ,HU,28.3N,89.2W,135
27256,AL031965,BETSY,19650910,600,  ,HU,29.6N,90.7W,90
27257,AL031965,BETSY,19650910,1200,  ,HU,30.8N,91.8W,65
27286,AL041965,CAROL,19650920,1800,  ,HU,19.7N,40.6W,65
27287,AL041965,CAROL,19650921,0,  ,HU,20.4N,40.8W,65
27288,AL041965,CAROL,19650921,600,  ,HU,21.5N,40.9W,65
27289,AL041965,CAROL,19650921,1200,  ,HU,23.0N,41.0W,65
27290,AL041965,CAROL,19650921,1800,  ,HU,24.9N,41.1W,70
27291,AL041965,CAROL,19650922,0,  ,HU,26.8N,41.2W,75
27292,AL041965,CAROL,19650922,600,  ,HU,28.8N,41.4W,75
27293,AL041965,CAROL,19650922,1200,  ,HU,30.8N,41.8W,75
27294,AL041965,CAROL,19650922,1800,  ,HU,32.4N,42.2W,75
27295,AL041965,CAROL,19650923,0,  ,HU,33.3N,42.6W,70
27296,AL041965,CAROL,19650923,600,  ,HU,33.9N,42.9W,65
27297,AL041965,CAROL,19650923,1200,  ,HU,34.4N,43.0W,65
27298,AL041965,CAROL,19650923,1800,  ,HU,34.8N,43.0W,65
27299,AL041965,CAROL,19650924,0,  ,HU,35.1N,42.9W,65
27300,AL041965,CAROL,19650924,600,  ,HU,35.2N,42.6W,65
27301,AL041965,CAROL,19650924,1200,  ,HU,35.2N,42.3W,65
27302,AL041965,CAROL,19650924,1800,  ,HU,35.1N,42.0W,65
27303,AL041965,CAROL,19650925,0,  ,HU,34.9N,41.7W,65
27304,AL041965,CAROL,19650925,600,  ,HU,34.4N,41.4W,65
27305,AL041965,CAROL,19650925,1200,  ,HU,34.0N,41.1W,65
27306,AL041965,CAROL,19650925,1800,  ,HU,33.8N,41.0W,65
27307,AL041965,CAROL,19650926,0,  ,HU,33.5N,41.0W,65
27308,AL041965,CAROL,19650926,600,  ,HU,33.3N,41.0W,65
27309,AL041965,CAROL,19650926,1200,  ,HU,33.0N,41.0W,65
27310,AL041965,CAROL,19650926,1800,  ,HU,32.7N,41.2W,65
27311,AL041965,CAROL,19650927,0,  ,HU,32.6N,41.5W,65
27312,AL041965,CAROL,19650927,600,  ,HU,32.8N,41.8W,65
27313,AL041965,CAROL,19650927,1200,  ,HU,33.1N,41.9W,70
27314,AL041965,CAROL,19650927,1800,  ,HU,33.4N,41.9W,70
27315,AL041965,CAROL,19650928,0,  ,HU,33.7N,41.8W,70
27316,AL041965,CAROL,19650928,600,  ,HU,34.0N,41.8W,70
27317,AL041965,CAROL,19650928,1200,  ,HU,34.6N,41.7W,70
27318,AL041965,CAROL,19650928,1800,  ,HU,35.6N,40.9W,70
27319,AL041965,CAROL,19650929,0,  ,HU,36.6N,39.3W,75
27320,AL041965,CAROL,19650929,600,  ,HU,37.6N,37.6W,80
27321,AL041965,CAROL,19650929,1200,  ,HU,38.7N,35.4W,85
27322,AL041965,CAROL,19650929,1800,  ,HU,40.1N,32.9W,80
27323,AL041965,CAROL,19650930,0,  ,HU,41.5N,30.2W,75
27324,AL041965,CAROL,19650930,600,  ,HU,42.7N,27.4W,70
27325,AL041965,CAROL,19650930,1200,  ,HU,42.8N,24.7W,70
27326,AL041965,CAROL,19650930,1800,  ,HU,41.8N,22.0W,65
27327,AL041965,CAROL,19651001,0,  ,HU,40.7N,19.7W,65
27369,AL061965,ELENA,19651016,600,  ,HU,27.3N,59.7W,65
27370,AL061965,ELENA,19651016,1200,  ,HU,28.0N,60.3W,65
27371,AL061965,ELENA,19651016,1800,  ,HU,28.8N,60.2W,65
27372,AL061965,ELENA,19651017,0,  ,HU,30.0N,59.4W,65
27373,AL061965,ELENA,19651017,600,  ,HU,31.5N,58.3W,65
27374,AL061965,ELENA,19651017,1200,  ,HU,33.0N,56.3W,70
27375,AL061965,ELENA,19651017,1800,  ,HU,34.4N,53.4W,70
27376,AL061965,ELENA,19651018,0,  ,HU,35.8N,50.0W,70
27377,AL061965,ELENA,19651018,600,  ,HU,37.3N,46.4W,70
27378,AL061965,ELENA,19651018,1200,  ,HU,39.0N,42.5W,70
27379,AL061965,ELENA,19651018,1800,  ,HU,41.0N,37.9W,70
27391,AL011966,ALMA,19660606,1800,  ,HU,18.5N,84.1W,70
27392,AL011966,ALMA,19660607,0,  ,HU,18.9N,84.0W,80
27393,AL011966,ALMA,19660607,600,  ,HU,19.2N,83.9W,80
27394,AL011966,ALMA,19660607,1200,  ,HU,19.4N,83.8W,85
27395,AL011966,ALMA,19660607,1800,  ,HU,19.7N,83.7W,85
27396,AL011966,ALMA,19660608,0,  ,HU,20.1N,83.5W,85
27397,AL011966,ALMA,19660608,600,  ,HU,21.2N,83.0W,85
27398,AL011966,ALMA,19660608,1200,  ,HU,22.7N,82.5W,90
27399,AL011966,ALMA,19660608,1800,  ,HU,24.2N,82.4W,110
27400,AL011966,ALMA,19660609,0,  ,HU,25.7N,82.6W,100
27401,AL011966,ALMA,19660609,600,  ,HU,27.3N,83.3W,90
27402,AL011966,ALMA,19660609,1200,  ,HU,28.8N,84.4W,85
27403,AL011966,ALMA,19660609,1800,  ,HU,29.7N,84.6W,80
27411,AL011966,ALMA,19660611,1800,  ,HU,33.7N,75.4W,65
27412,AL011966,ALMA,19660612,0,  ,HU,33.7N,74.2W,70
27413,AL011966,ALMA,19660612,600,  ,HU,34.3N,73.5W,70
27426,AL021966,BECKY,19660702,1200,  ,HU,37.6N,54.4W,65
27427,AL021966,BECKY,19660702,1800,  ,HU,39.5N,53.8W,65
27461,AL031966,CELIA,19660720,1800,  ,HU,33.6N,67.9W,70
27462,AL031966,CELIA,19660721,0,  ,HU,36.1N,65.7W,70
27463,AL031966,CELIA,19660721,600,  ,HU,39.5N,63.2W,70
27464,AL031966,CELIA,19660721,1200,  ,HU,42.9N,62.0W,65
27476,AL041966,DOROTHY,19660724,1800,  ,HU,33.0N,42.1W,65
27477,AL041966,DOROTHY,19660725,0,  ,HU,33.3N,41.8W,65
27478,AL041966,DOROTHY,19660725,600,  ,HU,33.8N,41.1W,65
27479,AL041966,DOROTHY,19660725,1200,  ,HU,34.5N,40.5W,65
27480,AL041966,DOROTHY,19660725,1800,  ,HU,35.3N,40.5W,65
27481,AL041966,DOROTHY,19660726,0,  ,HU,35.9N,40.8W,65
27482,AL041966,DOROTHY,19660726,600,  ,HU,36.1N,41.4W,65
27483,AL041966,DOROTHY,19660726,1200,  ,HU,36.2N,41.9W,65
27484,AL041966,DOROTHY,19660726,1800,  ,HU,36.4N,42.2W,65
27485,AL041966,DOROTHY,19660727,0,  ,HU,36.6N,42.2W,65
27486,AL041966,DOROTHY,19660727,600,  ,HU,37.4N,41.9W,65
27487,AL041966,DOROTHY,19660727,1200,  ,HU,38.3N,41.4W,65
27488,AL041966,DOROTHY,19660727,1800,  ,HU,38.7N,40.8W,70
27489,AL041966,DOROTHY,19660728,0,  ,HU,39.2N,40.1W,75
27490,AL041966,DOROTHY,19660728,600,  ,HU,40.1N,39.2W,70
27491,AL041966,DOROTHY,19660728,1200,  ,HU,40.9N,38.5W,70
27492,AL041966,DOROTHY,19660728,1800,  ,HU,41.6N,38.2W,70
27493,AL041966,DOROTHY,19660729,0,  ,HU,42.4N,38.0W,65
27541,AL061966,FAITH,19660823,1200,  ,HU,15.2N,39.8W,65
27542,AL061966,FAITH,19660823,1800,  ,HU,15.3N,41.8W,65
27543,AL061966,FAITH,19660824,0,  ,HU,15.3N,43.8W,80
27544,AL061966,FAITH,19660824,600,  ,HU,15.3N,45.7W,80
27545,AL061966,FAITH,19660824,1200,  ,HU,15.3N,47.7W,80
27546,AL061966,FAITH,19660824,1800,  ,HU,15.6N,49.8W,85
27547,AL061966,FAITH,19660825,0,  ,HU,16.0N,52.0W,85
27548,AL061966,FAITH,19660825,600,  ,HU,16.3N,54.1W,90
27549,AL061966,FAITH,19660825,1200,  ,HU,16.6N,56.2W,90
27550,AL061966,FAITH,19660825,1800,  ,HU,16.9N,57.9W,90
27551,AL061966,FAITH,19660826,0,  ,HU,17.3N,59.4W,90
27552,AL061966,FAITH,19660826,600,  ,HU,17.7N,60.8W,85
27553,AL061966,FAITH,19660826,1200,  ,HU,18.3N,62.2W,80
27554,AL061966,FAITH,19660826,1800,  ,HU,19.0N,63.7W,75
27555,AL061966,FAITH,19660827,0,  ,HU,19.7N,65.1W,75
27556,AL061966,FAITH,19660827,600,  ,HU,20.4N,66.3W,75
27557,AL061966,FAITH,19660827,1200,  ,HU,21.0N,67.5W,75
27558,AL061966,FAITH,19660827,1800,  ,HU,21.6N,68.7W,75
27559,AL061966,FAITH,19660828,0,  ,HU,22.1N,69.8W,80
27560,AL061966,FAITH,19660828,600,  ,HU,22.7N,70.5W,90
27561,AL061966,FAITH,19660828,1200,  ,HU,23.3N,70.7W,110
27562,AL061966,FAITH,19660828,1800,  ,HU,23.7N,70.9W,110
27563,AL061966,FAITH,19660829,0,  ,HU,24.0N,71.0W,105
27564,AL061966,FAITH,19660829,600,  ,HU,24.4N,71.1W,100
27565,AL061966,FAITH,19660829,1200,  ,HU,24.9N,71.3W,100
27566,AL061966,FAITH,19660829,1800,  ,HU,25.3N,71.5W,100
27567,AL061966,FAITH,19660830,0,  ,HU,25.8N,71.8W,95
27568,AL061966,FAITH,19660830,600,  ,HU,26.3N,72.1W,95
27569,AL061966,FAITH,19660830,1200,  ,HU,26.9N,72.4W,95
27570,AL061966,FAITH,19660830,1800,  ,HU,27.4N,72.7W,90
27571,AL061966,FAITH,19660831,0,  ,HU,28.0N,73.0W,90
27572,AL061966,FAITH,19660831,600,  ,HU,28.5N,73.3W,90
27573,AL061966,FAITH,19660831,1200,  ,HU,29.3N,73.6W,90
27574,AL061966,FAITH,19660831,1800,  ,HU,30.5N,73.3W,90
27575,AL061966,FAITH,19660901,0,  ,HU,31.7N,72.4W,90
27576,AL061966,FAITH,19660901,600,  ,HU,32.9N,71.4W,95
27577,AL061966,FAITH,19660901,1200,  ,HU,34.0N,70.3W,95
27578,AL061966,FAITH,19660901,1800,  ,HU,35.0N,69.2W,95
27579,AL061966,FAITH,19660902,0,  ,HU,35.9N,68.0W,95
27580,AL061966,FAITH,19660902,600,  ,HU,36.6N,66.8W,95
27581,AL061966,FAITH,19660902,1200,  ,HU,37.0N,65.2W,95
27582,AL061966,FAITH,19660902,1800,  ,HU,37.1N,63.0W,90
27583,AL061966,FAITH,19660903,0,  ,HU,37.1N,60.1W,90
27584,AL061966,FAITH,19660903,600,  ,HU,37.5N,57.0W,90
27585,AL061966,FAITH,19660903,1200,  ,HU,38.3N,54.0W,90
27586,AL061966,FAITH,19660903,1800,  ,HU,39.7N,51.1W,90
27587,AL061966,FAITH,19660904,0,  ,HU,41.9N,48.1W,90
27588,AL061966,FAITH,19660904,600,  ,HU,44.7N,44.9W,90
27589,AL061966,FAITH,19660904,1200,  ,HU,47.5N,41.5W,90
