,ID,Name,Date,Time,Event,Status,Latitude,Longitude,Maximum Wind
32872,AL131978,FLOSSIE,19780914,1800,  ,HU,39.3N,40.6W,75
32873,AL131978,FLOSSIE,19780915,0,  ,HU,40.9N,38.5W,75
32874,AL131978,FLOSSIE,19780915,600,  ,HU,43.1N,35.9W,65
32939,AL161978,GRETA,19780916,1200,  ,HU,14.0N,77.7W,70
32940,AL161978,GRETA,19780916,1800,  ,HU,14.3N,78.7W,75
32941,AL161978,GRETA,19780917,0,  ,HU,14.6N,79.6W,80
32942,AL161978,GRETA,19780917,600,  ,HU,14.9N,80.5W,85
32943,AL161978,GRETA,19780917,1200,  ,HU,15.2N,81.6W,90
32944,AL161978,GRETA,19780917,1800,  ,HU,15.5N,82.6W,95
32945,AL161978,GRETA,19780918,0,  ,HU,15.6N,83.4W,110
32946,AL161978,GRETA,19780918,600,  ,HU,15.8N,84.3W,115
32947,AL161978,GRETA,19780918,1200,  ,HU,16.4N,85.6W,105
32948,AL161978,GRETA,19780918,1800,  ,HU,16.6N,86.9W,100
32949,AL161978,GRETA,19780919,0,  ,HU,17.0N,88.2W,95
33073,AL231978,KENDRA,19781029,1800,  ,HU,26.2N,74.1W,65
33074,AL231978,KENDRA,19781030,0,  ,HU,27.3N,73.7W,65
33075,AL231978,KENDRA,19781030,600,  ,HU,28.1N,73.5W,65
33076,AL231978,KENDRA,19781030,1200,  ,HU,28.9N,72.6W,70
33077,AL231978,KENDRA,19781030,1800,  ,HU,29.3N,72.3W,65
33170,AL041979,BOB,19790711,0,  ,HU,26.2N,91.6W,65
33171,AL041979,BOB,19790711,600,  ,HU,27.8N,91.1W,65
33172,AL041979,BOB,19790711,1200,  ,HU,29.1N,90.6W,65
33310,AL091979,DAVID,19790827,600,  ,HU,11.8N,48.5W,65
33311,AL091979,DAVID,19790827,1200,  ,HU,11.8N,50.0W,80
33312,AL091979,DAVID,19790827,1800,  ,HU,11.9N,51.5W,95
33313,AL091979,DAVID,19790828,0,  ,HU,12.2N,52.9W,115
33314,AL091979,DAVID,19790828,600,  ,HU,12.5N,54.4W,125
33315,AL091979,DAVID,19790828,1200,  ,HU,12.8N,55.7W,130
33316,AL091979,DAVID,19790828,1800,  ,HU,13.2N,56.9W,125
33317,AL091979,DAVID,19790829,0,  ,HU,13.7N,58.0W,120
33318,AL091979,DAVID,19790829,600,  ,HU,14.2N,59.2W,120
33319,AL091979,DAVID,19790829,1200,  ,HU,14.8N,60.3W,125
33320,AL091979,DAVID,19790829,1800,  ,HU,15.3N,61.6W,125
33321,AL091979,DAVID,19790830,0,  ,HU,15.6N,62.8W,130
33322,AL091979,DAVID,19790830,600,  ,HU,16.0N,64.2W,140
33323,AL091979,DAVID,19790830,1200,  ,HU,16.3N,65.2W,145
33324,AL091979,DAVID,19790830,1800,  ,HU,16.6N,66.2W,150
33325,AL091979,DAVID,19790831,0,  ,HU,16.8N,67.3W,145
33326,AL091979,DAVID,19790831,600,  ,HU,17.0N,68.3W,145
33327,AL091979,DAVID,19790831,1200,  ,HU,17.2N,69.1W,145
33328,AL091979,DAVID,19790831,1800,  ,HU,17.9N,69.7W,150
33329,AL091979,DAVID,19790901,0,  ,HU,18.8N,70.4W,130
33330,AL091979,DAVID,19790901,600,  ,HU,19.3N,72.0W,100
33331,AL091979,DAVID,19790901,1200,  ,HU,19.7N,73.7W,65
33333,AL091979,DAVID,19790902,0,  ,HU,21.3N,75.2W,65
33334,AL091979,DAVID,19790902,600,  ,HU,21.9N,75.5W,70
33335,AL091979,DAVID,19790902,1200,  ,HU,23.0N,76.3W,70
33336,AL091979,DAVID,19790902,1800,  ,HU,23.9N,77.4W,75
33337,AL091979,DAVID,19790903,0,  ,HU,24.6N,78.2W,80
33338,AL091979,DAVID,19790903,600,  ,HU,25.3N,79.1W,80
33339,AL091979,DAVID,19790903,1200,  ,HU,26.3N,79.6W,85
33340,AL091979,DAVID,19790903,1800,  ,HU,27.2N,80.2W,85
33341,AL091979,DAVID,19790904,0,  ,HU,28.0N,80.5W,85
33342,AL091979,DAVID,19790904,600,  ,HU,29.1N,80.8W,85
33343,AL091979,DAVID,19790904,1200,  ,HU,30.2N,80.9W,85
33344,AL091979,DAVID,19790904,1800,  ,HU,31.5N,81.2W,80
33345,AL091979,DAVID,19790905,0,  ,HU,32.5N,81.1W,65
33383,AL111979,FREDERIC,19790901,600,  ,HU,12.9N,48.7W,65
33384,AL111979,FREDERIC,19790901,1200,  ,HU,13.3N,50.4W,65
33385,AL111979,FREDERIC,19790901,1800,  ,HU,13.8N,52.3W,65
33420,AL111979,FREDERIC,19790910,1200,  ,HU,22.8N,83.6W,65
33421,AL111979,FREDERIC,19790910,1800,  ,HU,23.0N,83.8W,70
33422,AL111979,FREDERIC,19790911,0,  ,HU,23.3N,84.0W,75
33423,AL111979,FREDERIC,19790911,600,  ,HU,23.8N,84.4W,80
33424,AL111979,FREDERIC,19790911,1200,  ,HU,24.4N,84.8W,85
33425,AL111979,FREDERIC,19790911,1800,  ,HU,25.0N,85.2W,95
33426,AL111979,FREDERIC,19790912,0,  ,HU,25.7N,85.8W,100
33427,AL111979,FREDERIC,19790912,600,  ,HU,26.5N,86.4W,110
33428,AL111979,FREDERIC,19790912,1200,  ,HU,27.4N,87.0W,115
33429,AL111979,FREDERIC,19790912,1800,  ,HU,28.4N,87.7W,115
33430,AL111979,FREDERIC,19790913,0,  ,HU,29.7N,88.0W,115
33431,AL111979,FREDERIC,19790913,600,  ,HU,30.8N,88.5W,95
33432,AL111979,FREDERIC,19790913,1200,  ,HU,32.2N,88.7W,65
33484,AL141979,GLORIA,19790907,600,  ,HU,24.4N,37.2W,65
33485,AL141979,GLORIA,19790907,1200,  ,HU,25.6N,38.0W,65
33486,AL141979,GLORIA,19790907,1800,  ,HU,26.4N,38.7W,70
33487,AL141979,GLORIA,19790908,0,  ,HU,27.0N,39.2W,75
33488,AL141979,GLORIA,19790908,600,  ,HU,27.5N,40.0W,75
33489,AL141979,GLORIA,19790908,1200,  ,HU,28.0N,40.3W,75
33490,AL141979,GLORIA,19790908,1800,  ,HU,28.6N,41.0W,75
33491,AL141979,GLORIA,19790909,0,  ,HU,29.3N,41.7W,75
33492,AL141979,GLORIA,19790909,600,  ,HU,29.9N,42.5W,75
33493,AL141979,GLORIA,19790909,1200,  ,HU,30.4N,43.2W,75
33494,AL141979,GLORIA,19790909,1800,  ,HU,31.0N,44.0W,70
33495,AL141979,GLORIA,19790910,0,  ,HU,31.5N,45.0W,70
33496,AL141979,GLORIA,19790910,600,  ,HU,31.2N,45.8W,65
33497,AL141979,GLORIA,19790910,1200,  ,HU,31.0N,46.8W,65
33502,AL141979,GLORIA,19790911,1800,  ,HU,31.8N,48.4W,65
33503,AL141979,GLORIA,19790912,0,  ,HU,32.2N,48.6W,70
33504,AL141979,GLORIA,19790912,600,  ,HU,32.4N,48.6W,75
33505,AL141979,GLORIA,19790912,1200,  ,HU,32.8N,48.3W,80
33506,AL141979,GLORIA,19790912,1800,  ,HU,33.2N,47.8W,85
33507,AL141979,GLORIA,19790913,0,  ,HU,33.9N,47.0W,85
33508,AL141979,GLORIA,19790913,600,  ,HU,34.5N,46.0W,85
33509,AL141979,GLORIA,19790913,1200,  ,HU,35.0N,45.0W,85
33510,AL141979,GLORIA,19790913,1800,  ,HU,36.0N,43.8W,80
33511,AL141979,GLORIA,19790914,0,  ,HU,37.0N,41.5W,80
33512,AL141979,GLORIA,19790914,600,  ,HU,38.5N,39.5W,75
33513,AL141979,GLORIA,19790914,1200,  ,HU,40.2N,37.8W,75
33514,AL141979,GLORIA,19790914,1800,  ,HU,42.0N,35.8W,70
33515,AL141979,GLORIA,19790915,0,  ,HU,43.4N,34.0W,65
33526,AL151979,HENRI,19790917,600,  ,HU,20.2N,94.0W,65
33527,AL151979,HENRI,19790917,1200,  ,HU,20.4N,94.3W,75
33528,AL151979,HENRI,19790917,1800,  ,HU,20.8N,94.6W,70
33529,AL151979,HENRI,19790918,0,  ,HU,20.9N,95.0W,65
33712,AL041980,ALLEN,19800803,0,  ,HU,12.4N,51.4W,65
33713,AL041980,ALLEN,19800803,600,  ,HU,12.6N,53.6W,70
33714,AL041980,ALLEN,19800803,1200,  ,HU,12.8N,55.6W,80
33715,AL041980,ALLEN,19800803,1800,  ,HU,12.9N,57.5W,95
33716,AL041980,ALLEN,19800804,0,  ,HU,13.3N,59.1W,110
33717,AL041980,ALLEN,19800804,600,  ,HU,13.6N,61.0W,115
33718,AL041980,ALLEN,19800804,1200,  ,HU,14.0N,63.0W,125
33719,AL041980,ALLEN,19800804,1800,  ,HU,14.4N,64.9W,130
33720,AL041980,ALLEN,19800805,0,  ,HU,14.8N,66.7W,140
33721,AL041980,ALLEN,19800805,600,  ,HU,15.4N,68.6W,145
33722,AL041980,ALLEN,19800805,1200,  ,HU,15.9N,70.5W,155
33723,AL041980,ALLEN,19800805,1800,  ,HU,16.5N,72.3W,150
33724,AL041980,ALLEN,19800806,0,  ,HU,17.8N,73.8W,140
33725,AL041980,ALLEN,19800806,600,  ,HU,18.3N,75.9W,115
33726,AL041980,ALLEN,19800806,1200,  ,HU,19.2N,78.0W,115
33727,AL041980,ALLEN,19800806,1800,  ,HU,20.0N,80.1W,125
33728,AL041980,ALLEN,19800807,0,  ,HU,20.1N,81.9W,135
33729,AL041980,ALLEN,19800807,600,  ,HU,20.4N,83.6W,145
33730,AL041980,ALLEN,19800807,1200,  ,HU,21.0N,84.8W,155
33731,AL041980,ALLEN,19800807,1800,  ,HU,21.8N,86.4W,165
33732,AL041980,ALLEN,19800808,0,  ,HU,22.2N,87.9W,155
33733,AL041980,ALLEN,19800808,600,  ,HU,22.8N,89.2W,130
33734,AL041980,ALLEN,19800808,1200,  ,HU,23.4N,90.5W,115
33735,AL041980,ALLEN,19800808,1800,  ,HU,23.9N,91.8W,130
33736,AL041980,ALLEN,19800809,0,  ,HU,24.5N,93.0W,145
33737,AL041980,ALLEN,19800809,600,  ,HU,25.0N,94.2W,155
33738,AL041980,ALLEN,19800809,1200,  ,HU,25.2N,95.4W,140
33739,AL041980,ALLEN,19800809,1800,  ,HU,25.4N,96.1W,125
33740,AL041980,ALLEN,19800810,0,  ,HU,25.8N,96.8W,110
33741,AL041980,ALLEN,19800810,600,  ,HU,26.1N,97.2W,100
33742,AL041980,ALLEN,19800810,1200,  ,HU,26.7N,98.1W,85
33743,AL041980,ALLEN,19800810,1800,  ,HU,27.3N,99.0W,70
33773,AL061980,BONNIE,19800816,0,  ,HU,22.0N,38.7W,75
33774,AL061980,BONNIE,19800816,600,  ,HU,23.7N,38.9W,85
33775,AL061980,BONNIE,19800816,1200,  ,HU,24.8N,39.1W,85
33776,AL061980,BONNIE,19800816,1800,  ,HU,25.8N,39.4W,85
33777,AL061980,BONNIE,19800817,0,  ,HU,27.0N,39.7W,75
33778,AL061980,BONNIE,19800817,600,  ,HU,28.0N,40.0W,65
33779,AL061980,BONNIE,19800817,1200,  ,HU,29.0N,40.3W,65
33780,AL061980,BONNIE,19800817,1800,  ,HU,30.0N,40.5W,65
33781,AL061980,BONNIE,19800818,0,  ,HU,31.1N,40.5W,65
33782,AL061980,BONNIE,19800818,600,  ,HU,32.4N,40.5W,65
33783,AL061980,BONNIE,19800818,1200,  ,HU,34.0N,40.5W,65
33784,AL061980,BONNIE,19800818,1800,  ,HU,35.9N,40.5W,65
33785,AL061980,BONNIE,19800819,0,  ,HU,38.2N,40.2W,65
33786,AL061980,BONNIE,19800819,600,  ,HU,41.9N,39.8W,65
33787,AL061980,BONNIE,19800819,1200,  ,HU,46.5N,38.4W,65
33799,AL071980,CHARLEY,19800823,0,  ,HU,39.6N,65.9W,65
33800,AL071980,CHARLEY,19800823,600,  ,HU,38.9N,66.7W,70
33801,AL071980,CHARLEY,19800823,1200,  ,HU,38.2N,66.0W,70
33802,AL071980,CHARLEY,19800823,1800,  ,HU,38.0N,64.7W,70
33803,AL071980,CHARLEY,19800824,0,  ,HU,38.0N,63.1W,65
33856,AL091980,GEORGES,19800908,0,  ,HU,40.2N,59.0W,70
33857,AL091980,GEORGES,19800908,600,  ,HU,42.9N,55.1W,70
33858,AL091980,GEORGES,19800908,1200,  ,HU,45.6N,51.1W,70
33859,AL091980,GEORGES,19800908,1800,  ,HU,48.0N,46.9W,65
33875,AL101980,EARL,19800908,600,  ,HU,30.4N,42.5W,65
33876,AL101980,EARL,19800908,1200,  ,HU,32.0N,43.5W,65
33877,AL101980,EARL,19800908,1800,  ,HU,33.3N,44.1W,65
33878,AL101980,EARL,19800909,0,  ,HU,34.7N,44.3W,65
33879,AL101980,EARL,19800909,600,  ,HU,36.3N,43.8W,65
33880,AL101980,EARL,19800909,1200,  ,HU,38.0N,43.1W,65
33881,AL101980,EARL,19800909,1800,  ,HU,40.5N,41.5W,65
33882,AL101980,EARL,19800910,0,  ,HU,43.0N,39.0W,65
33883,AL101980,EARL,19800910,600,  ,HU,45.2N,36.0W,65
33907,AL121980,FRANCES,19800908,0,  ,HU,13.0N,25.6W,65
33908,AL121980,FRANCES,19800908,600,  ,HU,13.0N,26.8W,70
33909,AL121980,FRANCES,19800908,1200,  ,HU,12.9N,28.0W,80
33910,AL121980,FRANCES,19800908,1800,  ,HU,12.8N,29.0W,90
33911,AL121980,FRANCES,19800909,0,  ,HU,12.8N,29.8W,100
33912,AL121980,FRANCES,19800909,600,  ,HU,12.9N,30.5W,100
33913,AL121980,FRANCES,19800909,1200,  ,HU,13.0N,31.3W,100
33914,AL121980,FRANCES,19800909,1800,  ,HU,13.2N,32.1W,90
33915,AL121980,FRANCES,19800910,0,  ,HU,13.4N,32.9W,90
33916,AL121980,FRANCES,19800910,600,  ,HU,13.8N,33.5W,90
33917,AL121980,FRANCES,19800910,1200,  ,HU,14.2N,34.1W,85
33918,AL121980,FRANCES,19800910,1800,  ,HU,14.9N,34.6W,80
33919,AL121980,FRANCES,19800911,0,  ,HU,15.4N,34.9W,85
33920,AL121980,FRANCES,19800911,600,  ,HU,16.0N,35.0W,90
33921,AL121980,FRANCES,19800911,1200,  ,HU,16.3N,35.3W,90
33922,AL121980,FRANCES,19800911,1800,  ,HU,16.6N,35.9W,85
33923,AL121980,FRANCES,19800912,0,  ,HU,17.0N,36.1W,80
33924,AL121980,FRANCES,19800912,600,  ,HU,17.2N,36.9W,80
33925,AL121980,FRANCES,19800912,1200,  ,HU,17.8N,37.8W,80
33926,AL121980,FRANCES,19800912,1800,  ,HU,18.3N,38.5W,80
33927,AL121980,FRANCES,19800913,0,  ,HU,18.6N,39.6W,80
33928,AL121980,FRANCES,19800913,600,  ,HU,18.8N,40.6W,85
33929,AL121980,FRANCES,19800913,1200,  ,HU,18.9N,42.0W,90
33930,AL121980,FRANCES,19800913,1800,  ,HU,19.3N,43.4W,90
33931,AL121980,FRANCES,19800914,0,  ,HU,19.8N,44.7W,90
33932,AL121980,FRANCES,19800914,600,  ,HU,20.2N,45.9W,90
33933,AL121980,FRANCES,19800914,1200,  ,HU,20.8N,46.9W,90
33934,AL121980,FRANCES,19800914,1800,  ,HU,21.6N,48.0W,90
33935,AL121980,FRANCES,19800915,0,  ,HU,22.5N,48.8W,90
33936,AL121980,FRANCES,19800915,600,  ,HU,23.3N,49.6W,90
33937,AL121980,FRANCES,19800915,1200,  ,HU,24.6N,50.2W,90
33938,AL121980,FRANCES,19800915,1800,  ,HU,25.8N,50.8W,90
33939,AL121980,FRANCES,19800916,0,  ,HU,27.4N,50.8W,90
33940,AL121980,FRANCES,19800916,600,  ,HU,28.8N,50.6W,90
33941,AL121980,FRANCES,19800916,1200,  ,HU,30.2N,50.0W,90
33942,AL121980,FRANCES,19800916,1800,  ,HU,31.8N,49.2W,90
33943,AL121980,FRANCES,19800917,0,  ,HU,33.0N,48.0W,90
33944,AL121980,FRANCES,19800917,600,  ,HU,33.9N,47.2W,85
33945,AL121980,FRANCES,19800917,1200,  ,HU,34.7N,46.4W,80
33946,AL121980,FRANCES,19800917,1800,  ,HU,35.7N,45.9W,80
33947,AL121980,FRANCES,19800918,0,  ,HU,36.7N,45.8W,80
33948,AL121980,FRANCES,19800918,600,  ,HU,37.8N,45.8W,80
33949,AL121980,FRANCES,19800918,1200,  ,HU,39.0N,46.2W,80
33950,AL121980,FRANCES,19800918,1800,  ,HU,40.0N,46.5W,80
33951,AL121980,FRANCES,19800919,0,  ,HU,41.2N,46.4W,75
33952,AL121980,FRANCES,19800919,600,  ,HU,42.4N,45.8W,70
33953,AL121980,FRANCES,19800919,1200,  ,HU,43.6N,44.9W,65
33954,AL121980,FRANCES,19800919,1800,  ,HU,44.5N,43.2W,65
33955,AL121980,FRANCES,19800920,0,  ,HU,45.7N,41.0W,65
34003,AL141980,IVAN,19801006,0,  ,HU,30.1N,30.5W,65
34004,AL141980,IVAN,19801006,600,  ,HU,29.1N,31.1W,75
34005,AL141980,IVAN,19801006,1200,  ,HU,28.4N,31.3W,85
34006,AL141980,IVAN,19801006,1800,  ,HU,28.1N,31.1W,90
34007,AL141980,IVAN,19801007,0,  ,HU,28.0N,30.7W,90
34008,AL141980,IVAN,19801007,600,  ,HU,28.5N,30.6W,90
34009,AL141980,IVAN,19801007,1200,  ,HU,29.5N,31.7W,90
34010,AL141980,IVAN,19801007,1800,  ,HU,29.8N,32.7W,90
34011,AL141980,IVAN,19801008,0,  ,HU,30.0N,34.4W,90
34012,AL141980,IVAN,19801008,600,  ,HU,30.6N,36.2W,90
34013,AL141980,IVAN,19801008,1200,  ,HU,31.3N,37.4W,90
34014,AL141980,IVAN,19801008,1800,  ,HU,31.5N,39.0W,90
34015,AL141980,IVAN,19801009,0,  ,HU,31.7N,40.5W,90
34016,AL141980,IVAN,19801009,600,  ,HU,32.3N,41.0W,90
34017,AL141980,IVAN,19801009,1200,  ,HU,33.2N,41.1W,90
34018,AL141980,IVAN,19801009,1800,  ,HU,33.8N,41.2W,90
34019,AL141980,IVAN,19801010,0,  ,HU,34.9N,40.7W,90
34020,AL141980,IVAN,19801010,600,  ,HU,36.2N,40.0W,90
34021,AL141980,IVAN,19801010,1200,  ,HU,37.8N,39.1W,90
34022,AL141980,IVAN,19801010,1800,  ,HU,39.7N,37.9W,80
34023,AL141980,IVAN,19801011,0,  ,HU,42.0N,36.1W,75
34024,AL141980,IVAN,19801011,600,  ,HU,44.4N,34.1W,70
34025,AL141980,IVAN,19801011,1200,  ,HU,46.8N,31.5W,65
34026,AL141980,IVAN,19801011,1800,  ,HU,49.7N,27.5W,65
34052,AL161980,JEANNE,19801111,1200,  ,HU,24.1N,87.0W,65
34053,AL161980,JEANNE,19801111,1800,  ,HU,24.1N,87.2W,75
34054,AL161980,JEANNE,19801112,0,  ,HU,24.1N,87.4W,85
34055,AL161980,JEANNE,19801112,600,  ,HU,23.9N,88.3W,70
34056,AL161980,JEANNE,19801112,1200,  ,HU,23.8N,89.0W,65
34057,AL161980,JEANNE,19801112,1800,  ,HU,23.8N,89.8W,65
34100,AL181980,KARL,19801125,1800,  ,HU,37.7N,44.7W,65
34101,AL181980,KARL,19801126,0,  ,HU,37.4N,44.8W,70
34102,AL181980,KARL,19801126,600,  ,HU,37.0N,44.2W,75
34103,AL181980,KARL,19801126,1200,  ,HU,36.8N,42.5W,75
34104,AL181980,KARL,19801126,1800,  ,HU,37.1N,40.5W,75
34105,AL181980,KARL,19801127,0,  ,HU,37.8N,38.3W,70
34106,AL181980,KARL,19801127,600,  ,HU,38.9N,36.5W,65
34107,AL181980,KARL,19801127,1200,  ,HU,40.4N,34.9W,65
34108,AL181980,KARL,19801127,1800,  ,HU,42.3N,33.1W,65
34244,AL101981,DENNIS,19810820,1800,  ,HU,36.3N,73.0W,65
34245,AL101981,DENNIS,19810821,0,  ,HU,37.1N,70.4W,70
34295,AL131981,EMILY,19810904,0,  ,HU,34.6N,63.6W,65
34296,AL131981,EMILY,19810904,600,  ,HU,35.3N,62.7W,70
34297,AL131981,EMILY,19810904,1200,  ,HU,36.2N,61.9W,70
34298,AL131981,EMILY,19810904,1800,  ,HU,37.1N,61.2W,70
34299,AL131981,EMILY,19810905,0,  ,HU,38.2N,60.9W,75
34300,AL131981,EMILY,19810905,600,  ,HU,38.6N,60.8W,75
34301,AL131981,EMILY,19810905,1200,  ,HU,39.0N,60.8W,75
34302,AL131981,EMILY,19810905,1800,  ,HU,39.4N,59.9W,80
34303,AL131981,EMILY,19810906,0,  ,HU,39.9N,59.0W,80
34304,AL131981,EMILY,19810906,600,  ,HU,40.3N,58.4W,80
34305,AL131981,EMILY,19810906,1200,  ,HU,40.8N,58.0W,80
34306,AL131981,EMILY,19810906,1800,  ,HU,41.2N,57.4W,75
34307,AL131981,EMILY,19810907,0,  ,HU,41.6N,56.8W,75
34308,AL131981,EMILY,19810907,600,  ,HU,41.9N,55.9W,70
34309,AL131981,EMILY,19810907,1200,  ,HU,42.0N,55.0W,70
34310,AL131981,EMILY,19810907,1800,  ,HU,42.3N,54.1W,65
34337,AL141981,FLOYD,19810905,1800,  ,HU,21.7N,67.1W,70
34338,AL141981,FLOYD,19810906,0,  ,HU,22.6N,67.7W,80
34339,AL141981,FLOYD,19810906,600,  ,HU,23.6N,68.6W,85
34340,AL141981,FLOYD,19810906,1200,  ,HU,24.5N,69.1W,90
34341,AL141981,FLOYD,19810906,1800,  ,HU,25.5N,69.1W,95
34342,AL141981,FLOYD,19810907,0,  ,HU,26.4N,69.1W,100
34343,AL141981,FLOYD,19810907,600,  ,HU,27.5N,68.9W,100
34344,AL141981,FLOYD,19810907,1200,  ,HU,28.4N,68.5W,100
34345,AL141981,FLOYD,19810907,1800,  ,HU,29.3N,67.8W,100
34346,AL141981,FLOYD,19810908,0,  ,HU,29.9N,67.2W,95
34347,AL141981,FLOYD,19810908,600,  ,HU,30.6N,66.5W,90
34348,AL141981,FLOYD,19810908,1200,  ,HU,31.4N,65.6W,85
34380,AL151981,GERT,19810910,1800,  ,HU,24.8N,74.4W,70
34381,AL151981,GERT,19810911,0,  ,HU,26.3N,73.9W,80
34382,AL151981,GERT,19810911,600,  ,HU,27.7N,73.0W,85
34383,AL151981,GERT,19810911,1200,  ,HU,29.0N,72.0W,90
34384,AL151981,GERT,19810911,1800,  ,HU,30.2N,70.9W,90
34385,AL151981,GERT,19810912,0,  ,HU,31.5N,69.6W,90
34386,AL151981,GERT,19810912,600,  ,HU,32.5N,68.5W,90
34387,AL151981,GERT,19810912,1200,  ,HU,33.4N,67.1W,85
34388,AL151981,GERT,19810912,1800,  ,HU,34.1N,65.6W,70
34406,AL161981,HARVEY,19810913,0,  ,HU,20.2N,57.8W,70
34407,AL161981,HARVEY,19810913,600,  ,HU,21.2N,59.3W,70
34408,AL161981,HARVEY,19810913,1200,  ,HU,22.2N,60.6W,75
34409,AL161981,HARVEY,19810913,1800,  ,HU,23.1N,61.4W,80
34410,AL161981,HARVEY,19810914,0,  ,HU,24.1N,62.0W,85
34411,AL161981,HARVEY,19810914,600,  ,HU,25.2N,62.5W,90
34412,AL161981,HARVEY,19810914,1200,  ,HU,26.4N,62.7W,95
34413,AL161981,HARVEY,19810914,1800,  ,HU,27.6N,62.8W,110
34414,AL161981,HARVEY,19810915,0,  ,HU,28.4N,62.6W,115
34415,AL161981,HARVEY,19810915,600,  ,HU,29.5N,62.3W,110
34416,AL161981,HARVEY,19810915,1200,  ,HU,30.8N,61.2W,105
34417,AL161981,HARVEY,19810915,1800,  ,HU,32.1N,60.3W,100
34418,AL161981,HARVEY,19810916,0,  ,HU,33.2N,59.2W,90
34419,AL161981,HARVEY,19810916,600,  ,HU,34.2N,58.0W,85
34420,AL161981,HARVEY,19810916,1200,  ,HU,34.9N,56.8W,80
34421,AL161981,HARVEY,19810916,1800,  ,HU,35.3N,55.7W,65
34422,AL161981,HARVEY,19810917,0,  ,HU,35.7N,54.8W,65
34423,AL161981,HARVEY,19810917,600,  ,HU,35.9N,53.8W,65
34424,AL161981,HARVEY,19810917,1200,  ,HU,36.2N,52.7W,65
34425,AL161981,HARVEY,19810917,1800,  ,HU,36.5N,51.3W,65
34426,AL161981,HARVEY,19810918,0,  ,HU,37.1N,49.9W,65
34427,AL161981,HARVEY,19810918,600,  ,HU,37.5N,48.2W,65
34460,AL181981,IRENE,19810925,0,  ,HU,15.6N,50.1W,65
34461,AL181981,IRENE,19810925,600,  ,HU,16.6N,51.2W,70
34462,AL181981,IRENE,19810925,1200,  ,HU,17.4N,52.0W,80
34463,AL181981,IRENE,19810925,1800,  ,HU,18.2N,52.8W,90
34464,AL181981,IRENE,19810926,0,  ,HU,19.1N,53.5W,85
34465,AL181981,IRENE,19810926,600,  ,HU,19.7N,54.3W,80
34466,AL181981,IRENE,19810926,1200,  ,HU,20.3N,55.1W,80
34467,AL181981,IRENE,19810926,1800,  ,HU,21.0N,55.7W,85
34468,AL181981,IRENE,19810927,0,  ,HU,21.8N,56.4W,95
34469,AL181981,IRENE,19810927,600,  ,HU,22.4N,56.8W,90
34470,AL181981,IRENE,19810927,1200,  ,HU,23.0N,57.2W,90
34471,AL181981,IRENE,19810927,1800,  ,HU,23.8N,57.2W,95
34472,AL181981,IRENE,19810928,0,  ,HU,24.7N,56.9W,100
34473,AL181981,IRENE,19810928,600,  ,HU,25.8N,56.8W,105
34474,AL181981,IRENE,19810928,1200,  ,HU,27.0N,56.7W,105
34475,AL181981,IRENE,19810928,1800,  ,HU,28.4N,56.2W,105
34476,AL181981,IRENE,19810929,0,  ,HU,29.8N,55.3W,100
34477,AL181981,IRENE,19810929,600,  ,HU,31.3N,54.0W,100
34478,AL181981,IRENE,19810929,1200,  ,HU,32.6N,52.6W,95
34479,AL181981,IRENE,19810929,1800,  ,HU,34.1N,50.4W,90
34480,AL181981,IRENE,19810930,0,  ,HU,35.9N,47.5W,85
34481,AL181981,IRENE,19810930,600,  ,HU,37.5N,45.1W,80
34482,AL181981,IRENE,19810930,1200,  ,HU,38.9N,42.4W,75
34483,AL181981,IRENE,19810930,1800,  ,HU,40.0N,39.5W,70
34484,AL181981,IRENE,19811001,0,  ,HU,41.3N,36.1W,65
34554,AL211981,KATRINA,19811105,600,  ,HU,19.6N,80.8W,65
34555,AL211981,KATRINA,19811105,1200,  ,HU,20.0N,80.5W,75
34556,AL211981,KATRINA,19811105,1800,  ,HU,20.4N,80.1W,70
34557,AL211981,KATRINA,19811106,0,  ,HU,20.9N,79.5W,65
34590,AL011982,ALBERTO,19820603,1800,  ,HU,24.0N,83.6W,75
34591,AL011982,ALBERTO,19820604,0,  ,HU,24.8N,83.4W,65
34688,AL061982,DEBBY,19820915,0,  ,HU,25.6N,71.0W,65
34689,AL061982,DEBBY,19820915,600,  ,HU,26.7N,70.3W,65
34690,AL061982,DEBBY,19820915,1200,  ,HU,27.8N,69.6W,75
34691,AL061982,DEBBY,19820915,1800,  ,HU,29.0N,68.5W,90
34692,AL061982,DEBBY,19820916,0,  ,HU,30.5N,67.5W,95
34693,AL061982,DEBBY,19820916,600,  ,HU,32.1N,66.7W,95
34694,AL061982,DEBBY,19820916,1200,  ,HU,33.6N,65.8W,95
34695,AL061982,DEBBY,19820916,1800,  ,HU,35.1N,65.6W,95
34696,AL061982,DEBBY,19820917,0,  ,HU,36.4N,65.6W,95
34697,AL061982,DEBBY,19820917,600,  ,HU,36.8N,65.6W,95
34698,AL061982,DEBBY,19820917,1200,  ,HU,37.1N,65.0W,95
34699,AL061982,DEBBY,19820917,1800,  ,HU,37.6N,63.5W,100
34700,AL061982,DEBBY,19820918,0,  ,HU,38.8N,62.3W,115
34701,AL061982,DEBBY,19820918,600,  ,HU,40.1N,60.7W,110
34702,AL061982,DEBBY,19820918,1200,  ,HU,41.6N,58.5W,110
34703,AL061982,DEBBY,19820918,1800,  ,HU,43.5N,56.1W,100
